seed=1
x y
-0.424481 -0.841309
-0.994477 0.077853
0.105495 -0.699380
-0.687895 0.320281
0.346725 0.071154
0.071591 -0.273768
-0.239270 -0.834415
-0.807071 -0.434308
-0.488847 -0.402994
-0.415538 -0.206382
-0.211084 -0.095756
-0.093843 -0.436704
-0.389812 -0.767007
-0.270246 -0.516399
-0.792477 -0.244765
-0.432775 -0.817579
-0.787291 0.549599
0.598134 0.613638
0.659413 0.052145
0.049553 0.812857
0.705952 0.681740
0.103835 0.209183
0.800755 -0.070762
-0.073545 0.823652
0.550222 -0.223057
-0.664362 -0.147310
-0.157674 0.068326
0.064869 0.610489
0.597603 -0.363576
-0.375982 0.404602
0.039236 0.180692
-0.879306 0.427820
0.603480 -0.554109
-0.591177 0.157880
0.166085 0.090818
0.068534 0.989319
-0.763320 0.483363
0.545487 0.176018
0.099911 0.904868
0.483653 -0.270142
-0.526549 0.715134
0.843847 0.475983
0.711974 -0.162371
-0.135946 0.974244
-0.823559 0.502388
0.670426 0.673265
0.748717 -0.228267
-0.247907 0.322479
0.279629 0.853973
0.632200 -0.712353
-0.652737 0.751540
0.565125 -0.731990
-0.257552 -0.002239
-0.009346 -0.911178
0.274978 0.192949
0.747664 0.651726
0.849053 -0.218818
-0.024177 -0.187737
0.334002 0.072792
0.036820 -0.863103
-0.851924 0.086584
0.171054 -0.428458
-0.349631 -0.901038
-0.898483 -0.361167
-0.429466 0.476953
0.463538 0.581164
0.541174 0.712204
0.757616 0.139931
0.138399 -0.786519
-0.561124 0.806864
0.924441 -0.374802
-0.457076 0.664082
0.630474 -0.643108
-0.964441 0.051021
0.069835 0.919176
0.683376 -0.691883
-0.790111 0.520414
0.713196 -0.646946
-0.134316 -0.297379
-0.783958 -0.038720
-0.088368 -0.170553
-0.170585 0.079596
0.079430 -0.212640
-0.151262 -0.988493
-0.800583 -0.490067
-0.521769 0.813355
0.845768 0.495873
0.709798 0.282181
0.285898 0.665945
0.629540 -0.586661
-0.216391 -0.567205
0.411253 0.035808
-0.437469 -0.113818
-0.474775 -0.040124
-0.040901 0.301069
0.263587 0.826886
0.766431 0.575186
0.667578 0.135006
0.052710 -0.674978
-0.901643 -0.430051
-0.551358 0.423214
0.433456 0.408715
0.270179 -0.939168
-0.980161 0.138514
0.085697 0.736041
0.555478 -0.175044
-0.388519 0.918111
-0.695610 -0.717220
-0.849264 -0.258616
-0.231508 0.957827
0.517502 -0.332175
-0.698449 0.712678
0.791480 0.591768
0.713867 -0.176396
-0.168697 -0.828193
-0.772167 0.540640
0.364025 -0.843353
-0.418659 -0.317123
-0.297548 -0.395783
-0.970205 0.117971
0.023275 -0.244722
-0.952914 0.292202
0.385732 -0.264345
-0.145213 -0.890350
-0.672774 0.302011
0.669387 -0.445354
-0.347586 0.937210
-0.912407 -0.012513
-0.019391 0.907796
-0.818958 -0.460023
-0.446112 0.855445
0.907236 -0.000151
-0.000155 0.864293
0.793414 0.547200
0.595407 0.629219
0.564869 0.798397
-0.681399 -0.703919
-0.914320 0.205647
0.236387 0.576305
0.563647 0.430653
0.437443 -0.482173
-0.408400 -0.874407
-0.707754 -0.684890
-0.840569 0.482962
0.415079 -0.906249
-0.750270 0.548217
0.533550 -0.743684
-0.500498 0.179231
0.373565 -0.864896
0.787306 -0.027729
-0.061363 0.469530
0.244848 0.837478
-0.363238 0.070488
0.327936 0.777799
0.795301 -0.012252
-0.006163 -0.804734
-0.777378 -0.101665
-0.231700 0.076118
0.064296 0.911862
-0.836049 -0.110044
-0.063130 0.526559
0.556593 -0.037627
-0.120973 -0.641056
-0.638303 -0.201897
-0.187501 0.843611
0.627610 -0.760175
-0.553756 -0.617581
-0.932291 -0.361659
-0.204961 0.706985
-0.143284 -0.251238
-0.988087 0.069185
0.077062 -0.994559
-0.995971 0.051883
0.043387 -0.967392
0.930893 -0.358206
-0.500908 -0.290052
-0.281902 -0.639931
-0.577459 0.713739
0.761143 0.273652
0.199790 0.967734
0.631187 0.438312
0.546646 0.712499
0.837734 0.497246
0.710809 -0.394697
-0.194966 0.764894
0.773999 0.187795
0.396100 -0.517305
-0.528470 0.151374
0.156883 -0.178419
-0.175461 -0.383933
-0.327082 -0.863586
-0.194916 -0.313082
-0.882646 -0.166025
-0.309318 -0.108942
-0.100054 -0.761571
-0.375145 -0.704901
-0.367375 -0.263758
-0.635084 0.676297
0.960497 0.087263
0.103135 0.634544
0.403508 0.869165
0.664024 -0.467921
-0.765878 0.632323
0.654164 -0.730762
-0.803077 -0.398174
-0.230982 -0.825921
-0.904560 -0.086867
-0.135435 -0.899145
-0.646110 0.714365
0.953046 -0.027934
-0.003883 -0.222816
-0.767306 0.540304
0.614137 -0.278968
-0.228930 -0.958377
-0.494615 0.399864
-0.950810 0.306488
0.186748 -0.768470
-0.666443 -0.233010
-0.522883 -0.711535
-0.755074 0.035140
0.029294 0.988267
0.466651 0.478828
0.788659 0.534149
0.746108 -0.561997
-0.491329 0.870179
0.908694 0.396354
0.169719 -0.585628
-0.670734 0.516693
-0.841096 0.037045
0.039509 0.878375
-0.650349 -0.687470
-0.667374 0.324249
0.653811 0.675978
0.752099 -0.019559
-0.018881 -0.837720
-0.734373 0.652218
0.738633 -0.424646
-0.371289 -0.913788
-0.713999 -0.637763
-0.893376 -0.213507
-0.253039 -0.120776
-0.084038 0.995152
0.528549 -0.061446
-0.076867 -0.645290
-0.671780 0.034287
0.032979 -0.649766
0.853347 0.308707
0.271549 0.957337
0.882425 -0.465742
-0.526576 -0.827838
-0.901451 0.122903
0.144305 -0.274093
-0.269581 -0.374633
-0.043757 0.221157
0.828678 -0.424796
-0.454348 -0.847970
0.534738 -0.122357
-0.063815 0.863349
0.568350 0.251035
0.515579 0.852413
0.973314 0.128172
0.163787 0.287105
0.208844 -0.977533
0.430194 -0.461324
-0.448615 -0.152873
-0.339086 -0.845578
-0.951301 0.044264
0.022048 -0.560892
-0.514354 0.066216
0.169577 0.984292
0.998656 0.047314
0.063337 0.653765
0.564190 0.766721
0.745467 0.623783
-0.874291 0.485351
0.607161 -0.547284
-0.240805 -0.677613
-0.885542 -0.381412
-0.458186 0.328741
0.249933 -0.966679
0.581520 0.798205
0.772586 0.629319
0.273955 -0.541865
-0.850607 0.180735
0.177278 0.839915
0.845688 -0.136889
-0.275491 0.023645
0.017884 0.992385
0.847883 0.205557
0.354019 0.779655
0.799867 0.069098
0.077276 -0.036698
-0.027020 -0.996247
0.507953 0.079333
0.261380 -0.797033
-0.806354 0.111760
0.115101 0.727210
0.678907 0.571172
0.327441 -0.789091
-0.942052 0.114048
0.189152 0.429787
0.405511 0.615074
0.632784 -0.018365
-0.019297 0.283367
0.278772 0.346166
0.347391 -0.229359
-0.165929 -0.986137
-0.999621 0.006519
0.008066 0.820406
-0.789689 0.038858
0.082288 -0.668935
-0.058481 -0.151598
-0.357472 -0.550983
-0.899872 -0.268096
-0.452528 0.200410
0.202226 0.379129
0.371352 0.424634
0.195172 0.764542
0.912535 0.044107
0.052557 -0.053238
-0.050797 0.572579
0.521656 0.684511
0.709436 -0.332982
-0.363340 -0.051676
-0.052541 -0.080774
-0.073284 0.762844
0.761429 0.123734
0.122029 -0.796979
-0.776755 0.367030
0.368515 -0.767828
-0.704298 0.651365
0.741491 0.111166
0.058236 0.837082
-0.879177 -0.287433
-0.334062 0.376427
0.312321 0.906762
0.676166 0.292011
0.490026 0.867178
0.982088 0.083823
0.092132 -0.906535
-0.483879 -0.639209
0.540445 -0.336259
-0.808400 0.492740
0.339804 -0.175108
-0.478267 0.763803
0.772349 -0.475921
0.770013 0.011607
0.017912 -0.990311
-0.957948 -0.212206
-0.300339 0.728049
0.733332 -0.230023
-0.154187 -0.952335
-0.498967 0.338582
0.293853 -0.441742
-0.941153 -0.138150
-0.221588 -0.586365
-0.534311 -0.697647
-0.612742 0.777858
0.818057 -0.512801
-0.570905 -0.598307
-0.209188 -0.549284
-0.772036 0.127139
0.289451 -0.058196
-0.047271 -0.955818
-0.269841 -0.349662
0.997697 -0.022327
-0.031464 -0.511353
-0.396142 0.910889
0.505366 -0.559868
-0.382248 -0.385217
-0.995861 -0.090568
-0.123636 -0.462750
-0.284168 0.913269
0.956107 -0.189042
-0.295186 -0.341431
-0.328833 0.566945
0.528098 -0.669038
-0.215695 -0.494985
0.407259 0.274113
0.566247 -0.690291
-0.972580 0.214018
0.091943 -0.594741
0.962953 0.070537
0.061238 0.996865
0.763159 -0.470196
-0.450332 0.746830
0.962067 0.226166
0.333385 -0.425369
-0.332264 0.935065
0.972993 0.080081
0.048534 0.831655
0.787803 -0.143211
-0.311570 0.311183
0.272226 0.849256
0.412975 0.631176
0.855058 -0.363584
-0.462347 -0.886490
-0.763522 0.597943
0.735419 0.662198
0.422910 0.732467
-0.522835 0.257192
0.419102 0.756091
0.892082 -0.330937
-0.280126 -0.817041
-0.970858 -0.238306
-0.188512 -0.914360
-0.768186 0.332523
0.648861 0.232558
0.192750 0.963717
0.237225 0.286591
0.561284 0.399764
0.859699 0.431526
0.295208 0.865772
0.988500 -0.035342
-0.034244 -0.979365
-0.903929 -0.286216
-0.460983 -0.441662
-0.421040 0.672836
0.401914 -0.810480
-0.997802 -0.062546
-0.081184 0.757362
0.619575 -0.778169
-0.862811 -0.359092
-0.094145 0.410900
0.317531 0.085920
0.461364 0.649226
0.324589 0.732103
0.827379 -0.278566
-0.351623 0.917933
0.532733 0.436431
0.936796 -0.226423
-0.142876 -0.856710
-0.890406 -0.002859
-0.005475 -0.064475
-0.064161 -0.195999
-0.196102 -0.001364
-0.001201 0.844039
0.131788 0.236933
0.521661 -0.240892
-0.465839 -0.824581
0.511809 -0.099467
-0.305659 -0.870780
0.582284 -0.527187
-0.354658 -0.435239
-0.424266 -0.347746
-0.882322 -0.467409
-0.601465 0.282933
0.297036 -0.234444
-0.233657 0.335139
0.334481 -0.262053
-0.256475 -0.503596
-0.493174 -0.440360
-0.447690 0.380925
0.388328 -0.273514
-0.196811 -0.980081
-0.878151 0.425550
0.710941 -0.349106
-0.267896 0.962063
0.449750 0.411441
0.635616 0.583607
0.903278 -0.387166
-0.374381 -0.015438
-0.077626 0.533813
0.508825 0.536039
0.533910 0.528089
0.433080 0.893774
0.912643 -0.374280
-0.454597 -0.527594
-0.531059 -0.412299
-0.405422 -0.607927
-0.570245 0.666250
0.455293 -0.835151
-0.805715 -0.473021
-0.705021 0.564276
0.414845 0.881037
0.850896 -0.444942
-0.442317 -0.849438
-0.956606 0.274864
0.817530 -0.229322
-0.458567 0.064219
0.062807 -0.590948
-0.513322 -0.778398
-0.732475 -0.649042
-0.515340 0.822689
-0.905436 0.324511
0.180863 -0.606332
-0.762182 -0.070854
-0.162033 -0.475753
-0.336220 -0.939269
-0.707876 0.526300
0.811002 0.526096
0.941655 0.194521
0.218816 -0.759194
-0.752728 -0.300741
-0.310069 -0.658729
-0.669455 0.054449
0.052429 0.787512
0.511084 0.797668
0.676526 -0.530282
-0.902096 -0.117741
-0.135053 -0.488761
-0.179814 -0.638885
-0.943444 0.209845
0.195049 0.977043
0.971201 -0.226883
-0.222280 0.974531
0.823365 -0.501845
-0.537852 -0.828529
-0.912702 -0.407889
-0.231492 0.705341
0.803674 0.165543
0.339212 -0.496795
-0.504067 -0.142188
-0.142437 0.492883
0.194361 0.675771
0.742317 -0.157354
-0.148954 -0.710701
-0.761940 -0.093480
-0.215130 0.374195
0.324809 0.840779
0.468915 0.687708
-0.814625 0.340559
0.441657 0.890692
0.969902 0.236484
0.303787 0.592712
0.655643 0.032342
0.082657 -0.792465
-0.691651 0.687243
0.773493 0.318338
0.259103 0.965512
0.420863 0.417879
0.897742 0.428866
0.529445 0.763097
0.774387 0.480620
0.520462 -0.547551
-0.572444 0.132681
0.131413 0.618505
0.575224 -0.618761
-0.405786 0.848447
0.981253 -0.153172
-0.123694 0.897108
0.533176 -0.284892
-0.950920 -0.208668
-0.242082 0.969497
0.334011 -0.120648
-0.628902 0.098555
0.104312 0.143255
0.110480 0.977421
0.676208 0.256227
0.517226 -0.815313
0.755636 0.165570
0.245662 -0.949816
-0.642539 -0.434743
-0.386306 0.590431
0.279052 -0.219231
-0.510391 -0.566198
-0.413417 0.412135
0.956478 0.291515
0.388016 0.466970
0.341694 0.938996
0.881434 0.446726
0.627437 -0.396405
-0.274877 0.941103
0.861599 0.388346
0.364770 -0.837866
0.633715 0.463424
0.495438 -0.174901
-0.179029 0.292833
0.095350 -0.599872
-0.357809 -0.113683
-0.379379 0.906488
0.930217 -0.338370
-0.470418 0.587920
0.603101 0.285550
0.137436 -0.791275
0.735974 -0.663838
-0.785122 -0.204290
-0.172971 -0.975488
0.114360 -0.567184
0.705580 -0.047258
-0.050641 0.274588
0.165111 0.942292
0.945044 -0.156416
-0.240198 0.691632
0.536228 -0.844007
-0.954486 -0.058778
-0.065053 -0.809814
0.760808 -0.038687
-0.061267 -0.991269
0.589608 -0.466512
0.498736 0.153261
0.536030 0.278302
0.197313 -0.975559
-0.248440 0.217411
0.987596 0.005640
0.007045 0.592466
0.592437 0.019226
0.020207 0.105664
0.068145 -0.982987
0.783328 0.328261
0.560402 -0.737939
-0.770869 -0.392663
-0.430289 -0.412111
-0.311292 0.949877
0.722133 -0.560523
-0.422142 -0.618524
-0.713396 0.432534
0.766131 0.496898
0.441337 -0.890522
-0.472887 0.551883
-0.911402 -0.406109
-0.434296 0.873569
0.786999 0.616872
0.732071 0.555602
0.618219 0.300887
0.304716 -0.560090
-0.395435 -0.910942
-0.819305 -0.496845
-0.518785 -0.825653
-0.670554 -0.559932
-0.839657 0.520719
0.630527 -0.350439
-0.230511 0.935528
0.949584 0.194978
0.296905 -0.591669
-0.594853 -0.236056
-0.227992 0.725247
0.500993 0.838880
0.615669 0.537761
0.483799 0.578386
0.793413 -0.495004
-0.668412 -0.722301
-0.551122 -0.772895
-0.987737 0.100354
0.069283 -0.881871
0.423124 -0.638953
-0.974478 -0.217595
-0.246853 0.900495
0.667659 -0.699991
-0.926812 -0.213789
-0.087841 -0.620767
-0.631717 -0.374763
-0.825758 -0.063426
-0.058150 0.948413
0.760725 -0.630019
-0.641490 -0.756861
-0.795571 -0.604944
-0.755429 -0.414541
-0.370549 -0.906028
0.862472 0.380713
0.447854 0.291438
0.286948 -0.543483
-0.288525 0.819084
-0.239522 -0.305959
-0.394425 0.297578
0.826655 0.562656
0.396372 -0.616165
0.836539 0.327506
0.556444 -0.554575
-0.568225 -0.433561
-0.370324 -0.897413
-0.853987 -0.505613
0.905344 -0.337911
-0.367375 0.792970
0.543249 0.783164
-0.880477 -0.372204
-0.217169 0.613149
0.667120 -0.207965
-0.504158 -0.541221
-0.270567 -0.766941
-0.881105 0.151054
0.236041 0.907482
0.519182 0.646554
0.998466 -0.019449
-0.020722 0.980759
0.911532 0.410022
0.542181 -0.245479
-0.244695 -0.559196
-0.535508 -0.546956
-0.511300 -0.740481
-0.285122 0.547022
0.810451 0.243942
0.421301 0.816803
0.528299 -0.739722
-0.650144 0.524766
0.740278 -0.664292
-0.832288 0.375998
0.299611 0.948110
0.850510 -0.444661
-0.669666 0.391718
0.272011 -0.938299
-0.918030 -0.310049
-0.318917 -0.925682
-0.711475 -0.462028
-0.440394 -0.691592
-0.442027 -0.351266
-0.747748 0.630351
0.112548 -0.192750
-0.869882 -0.083301
-0.060355 0.680496
-0.630048 -0.718285
-0.854413 0.519588
0.297520 -0.677176
0.174780 -0.171425
-0.306531 0.249474
0.295278 -0.321337
-0.501698 0.421089
0.702584 -0.635733
-0.887112 -0.328089
-0.386682 0.380577
0.368871 0.577163
0.203082 -0.583932
0.951368 -0.263261
-0.105659 -0.572384
0.861060 0.401259
0.451711 0.882852
0.706041 -0.552771
-0.767790 0.636266
0.766164 0.316823
0.291489 -0.901552
-0.698062 -0.684923
-0.204157 -0.353006
-0.168313 0.807680
-0.563737 0.015936
0.052302 -0.478503
-0.320907 0.934175
0.533367 0.435986
0.915542 0.341042
0.401056 -0.616217
-0.611210 0.450623
0.455633 0.565377
0.557997 0.523607
0.477845 -0.797172
-0.888236 0.432568
0.541410 0.229477
0.232056 -0.473411
-0.296962 -0.915281
-0.976395 -0.131006
-0.138764 -0.987797
-0.967296 0.229086
0.336843 0.167245
0.169690 -0.065321
-0.041542 0.979356
-0.792500 -0.260262
-0.294482 -0.855519
-0.716450 -0.360367
-0.489719 0.833320
0.629699 0.598729
0.510040 0.581825
0.987292 -0.148995
-0.195533 0.541818
0.498365 0.680150
0.520794 0.847982
0.976011 -0.098265
-0.100170 -0.965334
-0.937936 -0.301389
-0.184443 0.806853
0.867918 -0.066086
-0.126938 -0.470555
-0.471324 0.068226
0.058982 -0.912594
-0.279499 0.409908
-0.991224 -0.113372
-0.153116 0.697500
0.615347 -0.718972
-0.776530 -0.318792
-0.311493 0.823806
-0.536733 -0.841377
-0.589331 0.600521
0.797165 -0.573029
-0.701939 0.678959
0.767767 -0.322159
-0.292746 0.913328
0.787773 0.614286
0.784586 0.271981
0.293320 0.506021
0.402405 0.903850
0.468598 -0.563106
-0.583560 -0.106945
-0.112382 -0.031117
-0.031112 0.118256
0.110179 -0.674955
-0.432972 0.854068
-0.955171 -0.266124
-0.384458 -0.431075
-0.309709 0.948778
-0.802887 -0.078000
-0.145392 0.895301
0.784637 -0.613170
0.794753 -0.494112
-0.448801 0.886100
0.634161 -0.643601
-0.930284 0.311335
0.393164 0.167143
0.147956 -0.857887
-0.626005 -0.752251
-0.940541 0.238377
0.298900 0.054382
0.047784 0.860243
0.833633 0.363539
0.948833 0.174149
0.153163 -0.987939
-0.968987 0.058645
0.081857 -0.873130
-0.862295 0.243452
0.267197 -0.617882
-0.578542 0.624210
0.258205 -0.622193
0.852593 -0.380516
-0.416372 -0.879222
-0.721499 0.496615
0.791269 0.524837
0.599604 -0.360065
-0.375668 0.328567
0.333026 0.217191
0.220427 -0.023388
-0.022907 0.445802
0.217558 0.807197
0.808137 0.216717
0.384169 -0.821497
-0.564765 0.148098
0.443527 -0.575050
-0.946964 0.319077
0.426596 -0.293410
-0.298164 0.267949
0.240056 0.808069
0.784179 -0.428990
-0.468647 -0.499621
-0.500285 -0.460692
-0.250002 -0.835328
-0.888616 0.178661
0.323288 -0.318306
-0.198391 -0.943521
-0.811885 -0.364515
-0.601554 0.637450
0.681439 0.235471
0.167920 0.975944
0.989806 0.084802
0.039320 0.585648
-0.832560 -0.046679
-0.061557 -0.973366
0.286873 0.028860
0.180687 0.725099
0.425252 -0.797758
-0.990947 -0.066502
-0.047019 -0.828234
-0.810125 -0.100918
-0.118065 0.898995
0.894971 -0.129519
-0.166096 0.984431
0.078000 0.007735
0.128660 -0.980470
0.511764 -0.457705
-0.883239 0.468636
0.585874 0.557095
0.051045 0.154565
0.590009 -0.052847
-0.123264 -0.990720
-0.167283 -0.177183
-0.779188 -0.467898
0.489110 0.101300
0.267309 0.961125
0.778862 -0.057770
-0.119690 -0.781963
-0.781052 -0.142566
-0.156961 -0.273157
-0.184506 0.976572
0.464232 -0.382109
-0.920901 -0.352124
-0.379582 0.853794
0.601265 0.728915
0.875957 0.481540
0.571552 0.733173
0.725019 0.599963
0.625424 -0.634459
-0.483338 -0.861415
-0.858312 0.486848
0.291132 0.651705
-0.528396 -0.525383
-0.605165 -0.567746
-0.872662 0.486330
0.588718 0.610334
0.653502 0.065489
0.065376 -0.660393
-0.659205 -0.123306
-0.123046 -0.667427
-0.329280 -0.746781
0.981828 -0.145454
-0.153928 -0.987943
-0.903541 0.390035
0.216002 0.627893
0.853788 0.359350
0.475535 -0.874927
-0.548706 -0.610911
-0.872949 -0.309969
-0.529068 0.233010
0.086270 0.654559
0.917316 0.105226
0.142164 -0.981998
-0.989235 -0.039132
-0.040261 0.977346
0.800113 0.152219
0.326021 0.191956
0.194374 -0.112265
-0.097202 0.871768
0.804833 -0.532732
-0.454129 -0.887041
-0.989322 0.039156
0.050332 -0.464250
-0.342253 0.939299
-0.725495 -0.165964
-0.112314 0.965206
0.725371 -0.527124
-0.728245 0.682349
0.529238 0.768267
0.974773 -0.221157
-0.276037 0.746998
0.741532 -0.334793
-0.369241 0.103171
0.104917 0.101966
0.058734 -0.938595
-0.888193 -0.209427
-0.309282 0.905990
0.765661 -0.638329
-0.747382 -0.610528
-0.518622 -0.850326
-0.734332 0.598190
0.845434 0.397546
0.446913 0.538290
0.518774 -0.616360
-0.438228 -0.877456
-0.485558 -0.443258
-0.972633 -0.138050
-0.178086 0.131894
0.097510 -0.992050
0.837456 -0.178877
-0.107775 -0.555584
-0.978224 0.191289
0.052370 0.390739
-0.877119 -0.405789
-0.574012 -0.658344
-0.669719 -0.511104
-0.395411 -0.915098
-0.872745 -0.460405
-0.642420 -0.434966
-0.447215 0.525051
0.529940 0.383507
0.131456 -0.594019
-0.352272 -0.125646
-0.279546 -0.715044
-0.893760 0.093296
0.175403 -0.035368
-0.032151 -0.768218
-0.643649 -0.750311
-0.851269 -0.208890
-0.228289 0.596739
0.559501 -0.615260
-0.767048 -0.349044
-0.141758 0.355532
0.512590 -0.169617
-0.409504 -0.909021
0.686320 -0.672676
-0.254897 -0.363315
-0.560701 -0.345303
-0.846483 -0.215518
-0.212126 -0.872375
-0.760107 -0.643032
-0.778422 0.176262
0.125421 0.974007
0.877443 0.425356
0.636186 0.215002
0.195646 0.875608
0.305393 0.476148
0.678959 0.498964
0.694591 -0.711582
-0.804359 -0.421052
-0.440524 -0.706817
-0.620222 0.759504
0.888655 -0.238221
-0.270808 0.537383
0.541889 -0.138467
-0.087195 -0.957558
-0.329559 0.376427
0.998369 0.009225
0.006808 0.873929
0.697321 -0.365857
-0.727674 0.449988
0.088377 0.325337
0.564807 0.052333
0.131248 0.985257
0.439216 0.612558
-0.658223 0.025950
0.071372 -0.482193
-0.117473 0.442935
-0.703673 -0.622439
-0.887176 0.316877
0.223961 0.915974
0.953386 0.118970
0.108502 -0.910555
-0.097767 0.065217
0.699985 0.685089
0.791153 0.608193
0.127062 -0.273189
-0.817100 -0.000806
-0.000841 0.694703
0.586526 0.777895
0.454147 0.193760
0.319985 0.694550
-0.542062 0.519901
0.811189 -0.558675
-0.781836 -0.065243
-0.041230 0.934704
0.656679 0.324754
0.724341 -0.358964
